Index,Compound name,A_site,A'_site,B_site,B'_site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,target_label
Comp_252,NaYCrZrO6_L,Na,Y,Cr,Zr,1,3,8,8,4,4,6,6,1.18,1.019,0.8,0.6,1.0995,0.7,0.845033981,-158.910672,3.2891,5.516629,5.373829,7.787731,89.987694,90.003838,89.996338,230.870553,P21,4,P4/nmm,129,3.939,0.025,0.002,0.027833333,0.055,0.047,0,2.121,6.174,0.812,0.481,0.882,4.1855,0.547,0.865,2.485,1.56,3.467666667,-0.027612087,-0.027569338,0.004291905,0.004291905,0.061361032,0.061344047,-0.012731276,0.012254617,0.027590712,0.004291905,0.06135254,0.012492947,0.027922533,0.062611563,13.29925895,25.35853245,1
Comp_253,NaYCrZrO6_R,Na,Y,Cr,Zr,1,3,8,8,4,4,6,6,1.18,1.019,0.8,0.6,1.0995,0.7,0.845033981,-158.394456,3.2391,5.565445,5.330483,7.775483,90.595238,89.997307,89.998978,230.659001,Pc,7,F-4 3m,216,3.933,0.024,0.006,0.0275,0.052,0.047,0,2.125,6.175,0.832,0.477,0.875,4.178,0.55,0.878,2.4825,1.561,3.4655,0.035051056,-0.034290033,-0.004751209,-0.004751209,0.073017794,-1.034290033,0.016234064,0.016181281,0.034670544,0.004751209,0.553653913,0.016207673,0.03499458,0.553891094,15.36563646,19.26358103,2
Comp_254,NaYFeOsO6_C,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,-143.110622,4.37774849,5.503802,5.338103,7.605667,89.948517,90.069794,89.467857,223.443579,P-1,2,P42/mmc,131,14.929,4.231,1.945,0.1915,0.054,0.048,0,2.122,6.17,0.823,0.3785,0.563,5.846,0.62,0.93,5.852,1.5535,3.462083333,0.047260121,-0.0466241,-0.015116716,-0.015116716,-0.061597816,0.062362164,-0.012778065,0.012250471,0.046942111,0.015116716,0.06197999,0.012514268,0.049316091,0.063230737,15.65659498,22.40673345,0
Comp_255,NaYFeOsO6_L,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,-143.08045,4.41713564,5.4882,5.323028,7.674098,89.976128,89.996536,89.99572,224.189874,P21,4,P4/nmm,129,14.94,4.233,1.949,0.191583333,0.053,0.047,0,2.122,6.175,0.817,0.378,0.557,5.838,0.62,0.9245,5.858,1.5535,3.461916667,-0.03854176,-0.038653633,0.005700003,0.005700003,0.063813844,0.063783008,-0.014791466,0.014320603,0.038597697,0.005700003,0.063798426,0.014556034,0.039016307,0.065437889,14.00142726,25.82345821,1
Comp_256,NaYFeOsO6_R,Na,Y,Fe,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.545,1.0995,0.6625,0.860779956,-142.942335,4.39381867,5.519215,5.30256,7.602312,90.056648,89.990715,89.979263,222.488866,Pc,7,F-4 3m,216,14.98,4.233,1.953,0.1935,0.054,0.05,0,2.123,6.169,0.823,0.38,0.5645,5.8445,0.62,0.931,5.853,1.553,3.462166667,0.047694203,-0.047217795,-0.011341809,-0.011341809,0.069265883,-1.047217795,0.01801804,0.018086195,0.047455999,0.011341809,0.558241839,0.018052118,0.048792504,0.558533642,15.84616566,20.44158341,2
Comp_257,NaYFeReO6_C,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,-149.379287,4.86636985,5.522163,5.329179,7.592264,89.876923,89.936119,88.82766,223.382264,P-1,2,P42/mmc,131,5.887,4.1105,1.407,0.04025,0.053,0.048,0,2.121,6.171,0.829,0.3665,0.541,5.903,0.587,0.8805,4.607,1.555833333,3.470666667,0.049952028,-0.048831406,-0.017412064,-0.017412064,-0.061029712,0.061884425,-0.011043434,0.010543703,0.049391717,0.017412064,0.061457068,0.010793568,0.052371001,0.062397695,15.87537671,22.686251,0
Comp_258,NaYFeReO6_L,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,-149.377594,4.89785344,5.540253,5.290708,7.596417,90.17775,89.997887,89.994514,222.664053,P21,4,P4/nmm,129,5.903,3.747,0.859,0.008118667,0.052,0.0465,0,2.121,6.174,0.817,0.312,0.4255,6.0795,0.624,0.951,4.584,1.557666667,3.465833333,-0.036876256,-0.037470125,0.005178049,0.005178049,0.065244633,0.065129309,-0.018015453,0.017718848,0.03717319,0.005178049,0.065186971,0.01786715,0.037532096,0.067591244,14.4395016,26.93660171,1
Comp_259,NaYFeReO6_R,Na,Y,Fe,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.78,0.55,1.0995,0.665,0.85971199,-149.208981,4.89785344,5.540253,5.290708,7.596417,90.17775,89.997887,89.994514,222.664053,Pc,7,F-4 3m,216,5.903,4.1005,1.396,0.04125,0.054,0.049,0,2.121,6.17,0.827,0.366,0.541,5.908,0.588,0.882,4.602,1.555833333,3.470666667,0.04555427,-0.044264344,-0.010649926,-0.010649926,0.071345202,-1.044264344,0.018528822,0.018497655,0.044909307,0.010649926,0.557804773,0.018513239,0.046154813,0.55811191,15.81765275,20.1811553,2
Comp_260,NaYMnReO6_C,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,-153.377732,4.4105,5.602695,5.362853,7.657366,89.945045,90.518463,89.000954,230.032002,P-1,2,P42/mmc,131,7.615,4.4715,0.6835,0.00714575,0.053,0.048,0,2.121,6.166,0.8215,0.218,6.2175,4.949,0.6235,0.9725,4.5285,1.558833333,3.461083333,0.057858381,-0.056917578,-0.016765245,-0.016765245,-0.064053754,0.064922353,-0.008613789,0.008304852,0.05738798,0.016765245,0.064488054,0.008459321,0.059786735,0.065040519,17.6491125,25.75269774,0
Comp_261,NaYMnReO6_L,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,-153.764318,4.5779,5.555984,5.346961,7.774711,89.754997,90.01635,89.986839,230.96612,P21,4,P4/nmm,129,7.676,4.46,0.659,0.02289575,0.052,0.045,0,2.121,6.172,0.813,0.216,6.2165,4.951,0.6285,0.9575,4.5475,1.558833333,3.461166667,-0.03895475,-0.038973116,0.005273225,0.005273225,0.069153449,0.069030457,-0.017805236,0.017265856,0.038963933,0.005273225,0.069091953,0.017535546,0.039319142,0.07128249,15.03158949,28.85452105,1
Comp_262,NaYMnReO6_R,Na,Y,Mn,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.83,0.55,1.0995,0.69,0.849176304,-153.37734,4.4098,5.633466,5.3323,7.650145,90.423965,89.999062,90.007233,229.798943,Pc,7,F-4 3m,216,7.615,4.472,0.6835,0.024087083,0.053,0.048,0,2.121,6.166,0.821,0.218,6.218,4.949,0.6235,0.972,4.528,1.558833333,3.461083333,0.057576599,-0.056644317,-0.016492773,-0.016492773,-0.064069943,0.06498939,-0.008343976,0.008005423,0.057110458,0.016492773,0.064529667,0.0081747,0.059444226,0.065045397,17.67292315,25.74896434,2
Comp_263,NaYNiOsO6_C,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,-135.593119,3.98421372,5.512878,5.295854,7.529223,90.103432,90.091896,89.032089,219.786679,P-1,2,P42/mmc,131,0.154,1.7065,1.318,0.044916667,0.055,0.05,0,2.123,6.178,0.839,0.3495,0.466,8.243,0.6715,1.065,5.8375,1.556666667,3.45075,0.057062381,-0.055934232,-0.019459961,-0.019459961,-0.06439709,0.065213139,-0.012885512,0.012370178,0.056498306,0.019459961,0.064805114,0.012627845,0.059755742,0.066023975,16.52002386,23.71625968,0
Comp_264,NaYNiOsO6_L,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,-135.842404,4.04376751,5.491235,5.284251,7.592211,90.219383,90.002281,89.987083,220.302059,P21,4,P4/nmm,129,0.168,1.689,1.301,0.048,0.054,0.049,0,2.124,6.182,0.833,0.35,0.465,8.248,0.674,1.051,5.86,1.557,3.44975,-0.046440245,-0.046191181,0.008605597,0.008605597,0.068005014,0.068071717,-0.018646021,0.018106065,0.046315713,0.008605597,0.068038366,0.018376043,0.047108402,0.070476224,15.00234805,26.50012177,1
Comp_265,NaYNiOsO6_R,Na,Y,Ni,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.545,1.0995,0.6175,0.880467426,-135.455958,4.00589954,5.537592,5.261403,7.516756,90.521255,90.000061,89.994057,218.995406,Pc,7,F-4 3m,216,0.157,1.7,1.331,0.041666667,0.056,0.052,0,2.123,6.177,0.835,0.352,0.469,8.246,0.672,1.065,5.841,1.556583333,3.4505,0.051487972,-0.050457979,-0.014236085,-0.014236085,0.077553827,-1.050457979,0.01948019,0.019653489,0.050972975,0.014236085,0.564005903,0.01956684,0.052923627,0.564345214,16.54356906,21.98243504,2
Comp_266,NaYNiReO6_C,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.55,1.0995,0.62,0.879350081,-142.226046,4.5696,5.503943,5.304659,7.581087,90.118996,90.054832,88.659279,221.280367,P-1,2,P42/mmc,131,1.964,0.002,0.003,0.01198,0.053,0.049,0,2.122,6.175,0.836,0.3475,0.4625,8.241,0.629,0.9865,4.543,1.558,3.464,0.056307682,-0.055504777,-0.018137149,-0.018137149,-0.06225614,0.062953272,-0.008416021,0.007870456,0.055906229,0.018137149,0.062604706,0.008143239,0.058774677,0.063132096,16.22830782,23.75608741,0
Comp_267,NaYNiReO6_L,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.55,1.2645,0.62,0.938583706,-142.22624,4.569,5.50458,5.304558,7.580082,90.126968,90.067429,88.652039,221.271625,P21,4,P4/nmm,129,1.964,0.002,0.003,0.014000167,0.053,0.049,0,2.122,6.175,0.837,0.3475,0.463,8.241,0.629,0.9865,4.543,1.558,3.464,0.056208602,-0.055470068,-0.018170753,-0.018170753,-0.062325086,0.063038427,-0.008424857,0.007845133,0.055839335,0.018170753,0.062681757,0.008134995,0.058721441,0.063207442,16.22362383,23.78043799,1
Comp_268,NaYNiReO6_R,Na,Y,Ni,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.55,1.0995,0.62,0.879350081,-142.073853,4.6563,5.548247006,5.265106,7.550575,90.471497,89.996925,89.99926,220.560738,Pc,7,F-4 3m,216,2.005,0.001,0.002,0.021437167,0.054,0.05,0,2.121,6.175,0.8345,0.346,0.4605,8.252,0.631,0.986,4.53,1.557916667,3.46325,0.048086808,-0.047367198,-0.013516178,-0.013516178,0.074794738,-1.047367198,0.019117448,0.019154735,0.047727003,0.013516178,0.561080968,0.019136092,0.04960397,0.561407198,16.35320673,20.96548115,2
Comp_269,NaYNiWO6_C,Na,Y,Ni,W,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.6,1.0995,0.645,0.868330657,-149.2526147,3.96692084,5.557874,5.327495,7.612483,89.836456,89.879791,88.675186,225.340508,P-1,2,P42/mmc,131,4.001,1.7065,0.0415,0.037333333,0.053,0.049,0,2.118,6.169,0.819,0.347,0.463,8.2195,0.722,1.148,4.074,1.5575,3.478416667,0.050391022,-0.049986284,-0.015405683,-0.015405683,-0.063550054,0.064781346,-0.014792784,0.014043652,0.050188653,0.015405683,0.0641657,0.014418218,0.052499866,0.06576566,15.89053765,22.25571532,0
Comp_270,NaYNiWO6_R,Na,Ln,Ni,W,1,3,8,8,2,6,6,6,1.18,1.019,0.69,0.6,1.0995,0.645,0.868330657,-149.751974,3.7064,5.540279,5.290389,7.59636,90.175247,89.998703,89.994141,222.650035,Pc,7,F-4 3m,216,3.998,1.706,0.045,0.003521417,0.052,0.049,0,2.12,6.174,0.822,0.346,0.459,8.214,0.723,1.144,4.0795,1.557416667,3.479166667,0.044093605,-0.043260832,-0.011317293,-0.011317293,0.075727279,-1.043260832,0.018093784,0.017625571,0.043677218,0.011317293,0.559494056,0.017859678,0.045119625,0.559779033,16.00581669,20.81062632,2
Comp_271,NaYVOsO6_C,Na,Y,V,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.545,1.0995,0.5925,0.891799053,-151.012019,5.11078885,5.470481,5.303943,7.574852,90.172104,89.786766,88.521805,219.709485,P-1,2,P42/mmc,131,3.916,1.2045,1.5655,0.09,0.053,0.048,0,2.121,6.173,0.836,0.507,0.9755,3.5095,0.5915,0.866,5.9455,1.552,3.47075,0.048067015,-0.047125079,-0.018209228,-0.018209228,-0.059654067,0.060240255,-0.010244792,0.009787737,0.047596047,0.018209228,0.059947161,0.010016265,0.050960374,0.060778184,15.48661289,21.40103459,0
Comp_272,NaYVOsO6_L,Na,Y,V,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.545,1.0995,0.5925,0.891799053,-151.429592,5.11561365,5.467705,5.281967,7.62509,89.923912,89.999939,89.997589,220.214235,P21,4,P4/nmm,129,1.955,1.2275,1.562,0.104,0.05,0.0455,0,2.121,6.176,0.829,0.516,0.9765,3.56,0.592,0.866,5.968,1.552,3.4705,-0.03892332,-0.038873782,0.007644554,0.007644554,0.062974156,0.062981002,-0.015622342,0.015062584,0.038898551,0.007644554,0.062977579,0.015342463,0.039642609,0.064819492,12.18482178,23.16959838,1
Comp_273,NaYVOsO6_R,Na,Y,V,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.545,1.0995,0.5925,0.891799053,-150.51519,5.20398259,5.482127,5.242102,7.588927,89.838905,89.996132,89.99794,218.088714,Pc,7,F-4 3m,216,5.835,0.9585,1.4205,0.077666667,0.056,0.052,0,2.121,6.171,0.838,0.515,0.992,3.5095,0.586,0.854,5.96,1.552166667,3.469,0.048707884,-0.047851623,-0.013349586,-0.013349586,0.065135234,-1.047851623,0.017759605,0.017684785,0.048279753,0.013349586,0.556493428,0.017722195,0.050091377,0.556775549,15.69876367,19.07443943,2
Comp_274,NaYVReO6_C,Na,Y,V,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.55,1.0995,0.595,0.890652782,-156.165557,5.1127,5.554809,5.372926,7.619057,89.625771,89.983383,88.769638,227.337878,P-1,2,P42/mmc,131,0.174,0.014,0.011,0.035833333,0.051,0.046,0,2.119,6.165,0.822,0.4635,0.8625,3.493,0.571,0.844,4.656,1.553,3.476833333,0.04858676,-0.047578455,-0.015938675,-0.015938675,-0.059655366,0.060364025,-0.010225822,0.009716584,0.048082607,0.015938675,0.060009695,0.009971203,0.050655488,0.060832462,15.14138508,22.77889097,0
Comp_275,NaYVReO6_L,Na,Y,V,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.55,1.0995,0.595,0.890652782,-156.223412,5.1987,5.552994,5.333865,7.717319,89.578789,89.993279,90.007973,228.572508,P21,4,P4/nmm,129,0.17,0.011,0.011,0.04,0.05,0.045,0,2.12,6.1705,0.82,0.472,0.878,3.511,0.567,0.828,4.685,1.554166667,3.475333333,-0.036309407,-0.036086978,0.005403953,0.005403953,0.061882302,0.061864009,-0.016401503,0.015938752,0.036198193,0.005403953,0.061873155,0.016170127,0.036599342,0.063951234,12.01894972,23.7412993,1
Comp_276,NaYVReO6_R,Na,Y,V,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.55,1.0995,0.595,0.890652782,-155.935528,5.1668,5.634429,5.343773,7.71137,90.40464,90.006271,90.010674,232.176688,Pc,7,F-4 3m,216,0.197,0.012,0.012,0.038416667,0.053,0.049,0,2.119,6.163,0.82,0.469,0.8775,3.4935,0.567,0.838,4.662,1.5515,3.477333333,0.047147681,-0.046330576,-0.011497514,-0.011497514,0.065781465,-1.046330576,0.019246279,0.019299614,0.046739129,0.011497514,0.556056021,0.019272947,0.048132515,0.556389921,15.22350781,19.36615749,2
Comp_277,NaYVWO6_C,Na,Y,V,W,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.6,1.0995,0.62,0.879350081,-164.292366,5.5202133,5.559629,5.348722,7.650021,90.346901,90.266869,89.292557,227.464086,P-1,2,P42/mmc,131,5.483,0.0265,0.003,0.004833333,0.051,0.047,0,2.117,6.161,0.8175,0.3935,0.687,3.4935,0.6945,1.082,4.141,1.554916667,3.486,0.047898157,-0.047308897,-0.015265057,-0.015265057,-0.062554704,0.063356233,-0.014582697,0.014080997,0.047603527,0.015265057,0.062955469,0.014331847,0.049991177,0.06456619,16.0340488,22.20857051,0
Comp_278,NaYVWO6_L,Na,Y,V,W,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.6,1.0995,0.62,0.879350081,-164.721777,5.5812,5.542888,5.327373,7.767865,89.791664,90.000778,90.003578,229.375996,P21,4,P4/nmm,129,5.636,0.029,0.006,0.00354525,0.049,0.044,0,2.119,6.171,0.819,0.379,0.6525,3.4915,0.706,1.0755,4.1895,1.556166667,3.485583333,-0.037595194,-0.037740978,0.007293404,0.007293404,0.065457533,0.06551628,-0.015445206,0.015033955,0.037668086,0.007293404,0.065486907,0.015239581,0.038367675,0.067236744,13.66676059,24.23501149,1
Comp_279,NaYVWO6_R,Na,Y,V,W,1,3,8,8,2,6,6,6,1.18,1.019,0.64,0.6,1.0995,0.62,0.879350081,-164.205545,5.5136,5.580657,5.320468,7.657934,90.499634,89.988686,89.995811,227.368491,Pc,7,F-4 3m,216,5.576,0.028,0.003,0.001816083,0.0505,0.047,0,2.119,6.1655,0.823,0.3865,0.671,3.488,0.6975,1.086,4.143,1.5565,3.486166667,0.04560556,-0.044770995,-0.011002121,-0.011002121,0.071313689,-1.044770995,0.019118544,0.018805055,0.045188278,0.011002121,0.558042342,0.018961799,0.046508355,0.558364402,16.23673723,20.63752921,2
Comp_280,NdSnMnNiO6_C,Nd,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.109,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.562593,5.87874691,5.292567,5.520325,7.643674,88.131393,89.206444,93.112976,222.847411,P-1,2,P42/mmc,131,9.7,2.754,1.75,0.0525,2.09,5.907,0.823,1.16,1.604,0.625,0.317,0.4685,4.9445,0.3615,0.47,8.2165,1.561666667,3.451833333,-0.016411745,0.016411745,-0.067121193,-0.067121193,0.01135189,-0.011351931,-0.062388789,0.062388748,0.016411745,0.067121193,0.011351911,0.062388769,0.06909848,0.063413124,21.84432991,27.29217057,0
Comp_281,NdSnMnNiO6_L,Nd,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.109,0.81,0.53,0.69,0.67,0.61,0.728862974,-137.900128,5.91228044,5.283393,5.461783,7.570332,90,89.681328,90,218.451764,P21,4,P4/nmm,129,8.353,2.4865,1.731,0.01825,2.089,5.905,0.8475,1.3635,1.1715,0.376,0.356,0.5675,4.926,0.3635,0.481,8.2275,1.565666667,3.434583333,-0.015478583,0.015478563,-0.054852743,-0.054852743,0.016978746,-0.016978767,0.061466574,0.061466554,0.015478573,0.054852743,0.016978756,0.061466564,0.056994821,0.063768462,19.94102255,21.09869395,1
Comp_282,NdSnMnNiO6_R,Nd,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.109,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.130183,5.81002161,5.277898,5.483435,7.590022,90.599129,89.945076,90.123817,219.650277,Pc,7,F-4 3m,216,9.646,2.699,1.733,0.05825,2.0865,5.905,0.8065,1.39,1.1855,0.387,0.3585,0.572,4.8885,0.3635,0.4815,8.223,1.564666667,3.439083333,-0.012955993,-0.015651541,-0.058690192,-0.058690192,0.020474729,0.009874282,-0.072950576,0.034489986,0.014303767,0.058690192,0.015174505,0.053720281,0.060408082,0.055822345,12.60656222,21.982919,2
Comp_283,PbDyMnNiO6_C,Pb,Dy,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.027,0.53,0.69,1.1585,0.61,0.905125134,-132.0422,4.84381093,5.28681,5.479307,7.535665,89.475769,89.83683,89.764755,218.28171,P-1,2,P42/mmc,131,8.562,2.644,1.725,-0.000833333,0.308,6.751,1.296,1.666,1.169,0.315,0.365,0.591,4.8875,0.3635,0.482,8.2215,1.565333333,3.430833333,-0.015625338,0.015625338,-0.060976534,-0.060976534,0.014913506,-0.014913547,-0.05644875,0.05644871,0.015625338,0.060976534,0.014913526,0.05644873,0.062946714,0.05838555,15.35951812,19.12178695,0
Comp_284,PbDyMnNiO6_L,Pb,Dy,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.027,0.53,0.69,1.1585,0.61,0.905125134,-132.02231,4.62507145,5.281211,5.46915,7.560022,90,89.826607,90,218.360649,P21,4,P4/nmm,129,8.202,2.6335,1.722,-0.023166667,0.312,6.78,1.332,1.675,1.148,0.2965,0.366,0.593,4.8855,0.362,0.479,8.218,1.565333333,3.430166667,-0.017787378,0.017787358,-0.066215605,-0.066215605,0.010271954,-0.010271974,0.049703668,0.049703648,0.017787368,0.066215605,0.010271964,0.049703658,0.068563086,0.050753984,13.70197866,22.75764512,1
Comp_285,PbDyMnNiO6_R,Pb,Dy,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.027,0.53,0.69,1.1585,0.61,0.905125134,-132.13557,4.78683934,5.272979,5.496701,7.516394,90.003929,89.801453,90.000565,217.853758,Pc,7,F-4 3m,216,8.835,2.661,1.726,0.014,0.309,6.755,1.2965,1.656,1.171,0.3185,0.365,0.591,4.8835,0.365,0.486,8.225,1.565166667,3.431333333,-0.018227477,-0.018309636,-0.066619882,-0.066619882,0.010801127,0.01076873,-0.056080764,0.056011835,0.018268557,0.066619882,0.010784928,0.0560463,0.069079293,0.057074534,16.52909846,23.04537891,2
Comp_286,PbGdMnNiO6_L,Pb,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.29,1.053,0.53,0.69,1.1715,0.61,0.909815836,-132.48701,4.62967359,5.308862,5.470396,7.579302,90,89.854691,90,220.114164,P21,4,P4/nmm,129,8.196,2.6335,1.722,-0.023583333,0.2375,6.568,1.263,1.6765,1.1315,0.2905,0.366,0.594,4.8855,0.362,0.478,8.217,1.565833333,3.427916667,-0.016247006,0.016246985,-0.061876022,-0.061876022,0.010474058,-0.010474079,0.049022095,0.049022074,0.016246995,0.061876022,0.010474069,0.049022085,0.063973486,0.050128544,13.90861607,21.62786054,1
Comp_287,PbGdMnNiO6_R,Pb,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.29,1.053,0.53,0.69,1.1715,0.61,0.909815836,-132.61923,4.78546293,5.296303,5.494448,7.541624,90.004478,89.813164,89.989731,219.46208,Pc,7,F-4 3m,216,8.843,2.6645,1.724,0.014416667,0.236,6.5525,1.23,1.657,1.1575,0.3115,0.365,0.591,4.883,0.365,0.487,8.225,1.565833333,3.42925,-0.016537043,-0.016499235,-0.063612807,-0.063612807,0.009965709,0.009961153,-0.055276351,0.05493608,0.016518139,0.063612807,0.009963431,0.055106215,0.065722432,0.055999687,15.46748954,22.59807509,2
Comp_288,PbSmMnNiO6_C,Pb,Sm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.079,0.53,0.69,1.1845,0.61,0.914506538,-132.79897,4.75353884,5.335352,5.469573,7.603919,89.562042,89.861305,89.831024,221.890218,P-1,2,P42/mmc,131,8.486,2.6445,1.7215,-0.005333333,2.12,5.99,0.872,1.671,1.134,0.297,0.366,0.5935,4.8875,0.3635,0.484,8.222,1.566333333,3.4265,-0.011611445,0.011611445,-0.052965452,-0.052965452,0.012524639,-0.01252468,-0.050667372,0.050667332,0.011611445,0.052965452,0.01252466,0.050667352,0.054223287,0.05219241,14.13876146,18.43382159,0
Comp_289,PbSmMnNiO6_L,Pb,Sm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.079,0.53,0.69,1.1845,0.61,0.914506538,-132.7705,4.56267026,5.347389,5.465285,7.600389,90,89.938324,90,222.121245,P21,4,P4/nmm,129,8.179,2.6345,1.72,-0.024333333,2.122,5.9945,0.9,1.6785,1.1105,0.283,0.366,0.595,4.885,0.362,0.48,8.2175,1.566333333,3.4255,-0.013961419,0.013961399,-0.054764078,-0.054764078,0.010582971,-0.010582991,0.046489824,0.046489804,0.013961409,0.054764078,0.010582981,0.046489814,0.056515707,0.04767916,14.05651036,19.63662303,1
Comp_290,PbSmMnNiO6_R,Pb,Sm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,1.079,0.53,0.69,1.1845,0.61,0.914506538,-132.92617,4.7085895,5.328212,5.48638,7.580659,89.999496,89.86087,89.998024,221.601694,Pc,7,F-4 3m,216,8.801,2.666,1.722,0.012416667,2.12,5.9905,0.87,1.6595,1.1415,0.3025,0.366,0.592,4.883,0.366,0.489,8.226,1.566333333,3.427,-0.014210131,-0.014187528,-0.055837016,-0.055837016,0.010051602,0.009971205,-0.05231803,0.052309284,0.01419883,0.055837016,0.010011403,0.052313657,0.057614053,0.053262997,14.18735114,20.10941666,2
Comp_291,PbTmMnNiO6_C,Pb,Tm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,0.994,0.53,0.69,1.142,0.61,0.89917155,-131.16285,4.8389492,5.25676,5.477515,7.497779,89.347664,89.756683,89.701508,215.872102,P-1,2,P42/mmc,131,8.608,2.646,1.726,0.001833333,0.406,7.04,1.29,1.664,1.19,0.325,0.365,0.5905,4.8875,0.3645,0.4835,8.2235,1.564666667,3.433833333,-0.017721961,0.017721961,-0.064869291,-0.064869291,0.01582847,-0.01582851,-0.059336197,0.059336157,0.017721961,0.064869291,0.01582849,0.059336177,0.067246508,0.061411098,16.04773337,19.78702981,0
Comp_292,PbTmMnNiO6_L,Pb,Tm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,0.994,0.53,0.69,1.142,0.61,0.89917155,-131.14816,4.59111929,5.245421,5.461361,7.541502,90,89.75486,90,216.040463,P21,4,P4/nmm,129,8.218,2.6325,1.723,-0.02225,0.412,7.0855,1.3305,1.674,1.1665,0.303,0.366,0.593,4.8865,0.363,0.479,8.219,1.564916667,3.433166667,-0.019850496,0.019850475,-0.070594096,-0.070594096,0.010787781,-0.010787801,0.050059113,0.050059093,0.019850485,0.070594096,0.010787791,0.050059103,0.073331904,0.051208303,13.55164832,23.59916161,1
Comp_293,PbTmMnNiO6_R,Pb,Tm,Mn,Ni,2,4,8,8,4,2,6,6,1.29,0.994,0.53,0.69,1.142,0.61,0.89917155,-131.23338,4.77599827,5.241396,5.496042,7.478897,90.011894,89.690292,89.994804,215.440926,Pc,7,F-4 3m,216,8.833,2.6555,1.728,0.014333333,0.41,7.0565,1.3055,1.654,1.189,0.328,0.365,0.591,4.884,0.365,0.484,8.2235,1.564833333,3.434583333,-0.020621348,-0.020820841,-0.071306815,-0.071306815,0.011458973,0.011383331,-0.058046103,0.057354038,0.020721095,0.071306815,0.011421152,0.057700071,0.074256485,0.058819562,17.97123924,24.47681605,2
